Date,Region,Category,Product,Salesperson,Units,Revenue,Cost
2025-03-07,West,Phones,iPhone 15,Carlos Mendes,7,11192.02,6823.19
2025-03-07,Midwest,Phones,Galaxy S24,Owen Fitzgerald,4,3775.32,2354.07
2025-03-08,Northeast,Phones,iPhone 15,Carlos Mendes,4,6961.6,4227.83
2025-03-08,Southeast,Accessories,Phone Case,Carlos Mendes,7,428.12,270.77
2025-03-08,Southeast,Laptops,MacBook Air,Nadia Farouk,2,109.64,62.41
2025-03-10,Southeast,Accessories,Phone Case,Carlos Mendes,8,8288.4,5686.51
2025-03-11,West,Accessories,Wireless Mouse,Carlos Mendes,5,166.95,125.72
2025-03-12,Northeast,Accessories,Phone Case,Carlos Mendes,3,4406.19,3060.48
2025-03-12,Midwest,Accessories,Wireless Mouse,Owen Fitzgerald,6,5542.74,4254.49
2025-03-12,Northeast,Phones,Pixel 8,Carlos Mendes,1,407.28,314.59
2025-03-12,West,Phones,iPhone 15,Carlos Mendes,2,1301.18,775.74
2025-03-12,Midwest,Laptops,MacBook Air,Nadia Farouk,7,1142.68,636.1
2025-03-14,West,Phones,Galaxy S24,Owen Fitzgerald,7,1440.18,879.13
2025-03-14,Southeast,Laptops,MacBook Air,Julia Park,1,885.76,579.83
2025-03-15,Northeast,Phones,Pixel 8,Julia Park,8,8596.4,4801.66
2025-03-16,Southeast,Accessories,USB-C Cable,Carlos Mendes,1,959.35,711.02
2025-03-17,Southeast,Phones,iPhone 15,Nadia Farouk,3,1418.13,1095.53
2025-03-18,West,Laptops,Dell XPS 13,Nadia Farouk,6,4971.54,3821.02
2025-03-18,Northeast,Laptops,ThinkPad X1,Julia Park,8,11614.88,7667.82
2025-03-18,Midwest,Accessories,Phone Case,Julia Park,2,2051.38,1182.79
2025-03-19,West,Laptops,ThinkPad X1,Carlos Mendes,6,5935.02,4666.02
2025-03-19,Midwest,Accessories,Phone Case,Julia Park,8,7358.72,4635.09
2025-03-19,Southeast,Accessories,Phone Case,Julia Park,2,1238.22,877.38
2025-03-19,Midwest,Accessories,Wireless Mouse,Owen Fitzgerald,4,1836.28,1236.58
2025-03-21,Midwest,Phones,Pixel 8,Julia Park,4,3824.4,2597.89
2025-03-23,Midwest,Laptops,ThinkPad X1,Julia Park,8,5444.48,3271.57
2025-03-24,Northeast,Phones,Galaxy S24,Nadia Farouk,1,1419.83,1021.14
2025-03-24,West,Laptops,MacBook Air,Julia Park,2,640.3,360.33
2025-03-24,West,Accessories,USB-C Cable,Julia Park,8,9487.84,5953.75
2025-03-25,Northeast,Laptops,ThinkPad X1,Owen Fitzgerald,4,6684.04,4715.24
2025-03-25,West,Accessories,Phone Case,Julia Park,5,1807.1,1263.09
2025-03-25,Southeast,Phones,iPhone 15,Owen Fitzgerald,1,1429.28,818.04
2025-03-27,West,Laptops,MacBook Air,Carlos Mendes,2,1115.36,841.19
2025-03-28,Midwest,Phones,Galaxy S24,Carlos Mendes,3,4047.72,2631.91
2025-03-28,West,Phones,iPhone 15,Owen Fitzgerald,5,6171.7,4537.33
2025-03-29,Midwest,Phones,Galaxy S24,Carlos Mendes,8,2278.72,1365.5
2025-03-29,Midwest,Laptops,Dell XPS 13,Carlos Mendes,3,4684.74,3300.61
2025-03-30,Northeast,Laptops,ThinkPad X1,Nadia Farouk,8,13853.28,10914.91
2025-03-31,Southeast,Phones,Galaxy S24,Nadia Farouk,5,7775.15,5180.36
2025-04-01,West,Phones,Galaxy S24,Carlos Mendes,7,639.87,488.08
2025-04-01,Southeast,Laptops,MacBook Air,Owen Fitzgerald,6,9586.2,7468.55
2025-04-01,West,Laptops,ThinkPad X1,Julia Park,6,8887.5,6571.79
2025-04-02,Southeast,Phones,Pixel 8,Nadia Farouk,7,6753.46,4933.7
2025-04-02,West,Laptops,ThinkPad X1,Owen Fitzgerald,4,4827.92,3000.19
2025-04-03,Northeast,Laptops,Dell XPS 13,Carlos Mendes,6,7637.82,4265.89
2025-04-03,Midwest,Laptops,ThinkPad X1,Carlos Mendes,1,510.54,338.06
2025-04-04,Northeast,Laptops,MacBook Air,Julia Park,3,5381.49,3351.0
2025-04-05,Northeast,Laptops,Dell XPS 13,Carlos Mendes,6,10026.96,7945.74
2025-04-05,Southeast,Laptops,MacBook Air,Julia Park,2,1195.62,811.37
2025-04-05,Midwest,Phones,Pixel 8,Owen Fitzgerald,8,11566.8,8755.87
2025-04-05,West,Accessories,Wireless Mouse,Julia Park,6,5407.44,3578.19
2025-04-05,Southeast,Accessories,Wireless Mouse,Carlos Mendes,3,4093.08,2643.85
2025-04-06,Southeast,Phones,Galaxy S24,Owen Fitzgerald,1,367.7,291.94
2025-04-06,Northeast,Phones,iPhone 15,Nadia Farouk,4,4611.52,2692.75
2025-04-07,West,Laptops,ThinkPad X1,Julia Park,8,14014.0,9430.82
2025-04-08,Northeast,Accessories,USB-C Cable,Owen Fitzgerald,2,2608.7,1733.7
2025-04-09,Midwest,Accessories,Wireless Mouse,Owen Fitzgerald,5,8050.7,5861.98
2025-04-10,Midwest,Accessories,Wireless Mouse,Owen Fitzgerald,7,2758.42,1621.94
2025-04-11,West,Laptops,MacBook Air,Julia Park,5,6093.3,4830.86
2025-04-13,West,Accessories,Wireless Mouse,Nadia Farouk,1,872.51,636.67
2025-04-14,Midwest,Laptops,Dell XPS 13,Carlos Mendes,6,8133.06,4543.25
2025-04-15,Northeast,Accessories,Phone Case,Julia Park,8,4430.08,3437.96
2025-04-15,West,Accessories,USB-C Cable,Nadia Farouk,3,4258.26,2403.28
2025-04-15,Northeast,Laptops,MacBook Air,Julia Park,2,2480.74,1404.41
2025-04-16,Midwest,Accessories,Phone Case,Julia Park,5,5369.15,4010.08
2025-04-17,Southeast,Accessories,Phone Case,Julia Park,6,5245.68,3079.69
2025-04-18,Northeast,Laptops,Dell XPS 13,Nadia Farouk,1,308.05,203.25
2025-04-18,Midwest,Phones,Pixel 8,Owen Fitzgerald,7,1241.1,835.71
2025-04-18,West,Phones,Galaxy S24,Carlos Mendes,2,1581.54,1107.6
2025-04-20,West,Laptops,MacBook Air,Nadia Farouk,3,3800.91,2098.74
2025-04-23,Midwest,Phones,iPhone 15,Nadia Farouk,8,8124.16,5398.44
2025-04-24,Midwest,Accessories,Phone Case,Nadia Farouk,8,12394.4,7180.49
2025-04-25,Northeast,Phones,Galaxy S24,Julia Park,7,1497.79,833.6
2025-04-25,Midwest,Laptops,ThinkPad X1,Julia Park,8,12550.48,8633.16
2025-04-25,Southeast,Laptops,Dell XPS 13,Nadia Farouk,1,1796.26,1334.73
2025-04-25,Midwest,Phones,Galaxy S24,Julia Park,1,545.07,419.87
2025-04-28,Southeast,Phones,iPhone 15,Owen Fitzgerald,8,8356.64,6669.64
2025-04-30,West,Accessories,Phone Case,Carlos Mendes,5,7312.55,5233.35
2025-05-03,Southeast,Phones,Pixel 8,Carlos Mendes,3,1287.6,776.08
2025-05-05,West,Accessories,USB-C Cable,Owen Fitzgerald,2,2519.24,1627.11
2025-05-06,Southeast,Accessories,Phone Case,Julia Park,1,1121.9,741.99
2025-05-06,Northeast,Laptops,Dell XPS 13,Julia Park,2,269.7,172.15
2025-05-07,Southeast,Phones,Pixel 8,Nadia Farouk,3,3646.2,2845.28
2025-05-07,Midwest,Laptops,Dell XPS 13,Nadia Farouk,5,1803.5,1298.53
2025-05-10,Northeast,Phones,Pixel 8,Carlos Mendes,8,5913.04,3331.51
2025-05-11,Northeast,Phones,Galaxy S24,Julia Park,2,1254.1,706.0
2025-05-11,Southeast,Laptops,Dell XPS 13,Carlos Mendes,4,1472.96,863.46
2025-05-11,Southeast,Phones,iPhone 15,Owen Fitzgerald,8,9406.72,7393.19
2025-05-12,Midwest,Accessories,USB-C Cable,Carlos Mendes,6,1631.22,922.12
2025-05-12,Southeast,Phones,Galaxy S24,Carlos Mendes,7,4283.72,2963.5
2025-05-14,Northeast,Phones,Galaxy S24,Carlos Mendes,2,2290.42,1561.14
2025-05-14,West,Accessories,Wireless Mouse,Nadia Farouk,4,5545.6,3424.75
2025-05-15,Northeast,Laptops,MacBook Air,Nadia Farouk,5,6551.35,4425.26
2025-05-16,Southeast,Accessories,Wireless Mouse,Nadia Farouk,8,5422.4,3865.4
2025-05-17,Midwest,Phones,iPhone 15,Julia Park,7,4347.98,2694.16
2025-05-19,Midwest,Phones,Pixel 8,Owen Fitzgerald,2,1553.72,1030.74
2025-05-19,Southeast,Accessories,USB-C Cable,Carlos Mendes,7,5394.06,3307.78
2025-05-19,Midwest,Laptops,MacBook Air,Owen Fitzgerald,7,11351.13,7079.99
2025-05-19,Southeast,Phones,Pixel 8,Nadia Farouk,3,932.55,632.41
2025-05-20,Southeast,Accessories,Wireless Mouse,Nadia Farouk,6,2246.1,1352.27
2025-05-21,West,Accessories,USB-C Cable,Carlos Mendes,8,2244.24,1375.51
2025-05-21,Midwest,Laptops,Dell XPS 13,Carlos Mendes,8,5095.44,2954.56
2025-05-21,Midwest,Accessories,USB-C Cable,Owen Fitzgerald,7,8064.42,5802.26
2025-05-21,Midwest,Laptops,ThinkPad X1,Carlos Mendes,2,616.1,339.75
2025-05-22,West,Phones,Galaxy S24,Owen Fitzgerald,6,8500.68,5893.33
2025-05-22,West,Phones,Pixel 8,Carlos Mendes,8,4350.08,2944.81
2025-05-23,Midwest,Laptops,Dell XPS 13,Carlos Mendes,6,9458.34,6415.61
2025-05-23,Northeast,Laptops,Dell XPS 13,Owen Fitzgerald,8,4566.88,3600.76
2025-05-26,West,Accessories,Phone Case,Owen Fitzgerald,8,8197.6,5606.67
2025-05-26,Southeast,Laptops,ThinkPad X1,Julia Park,7,10403.89,8082.97
2025-05-26,Northeast,Phones,iPhone 15,Owen Fitzgerald,5,1643.5,1154.12
2025-05-27,Midwest,Accessories,USB-C Cable,Owen Fitzgerald,2,2685.26,1664.98
2025-05-27,West,Laptops,ThinkPad X1,Owen Fitzgerald,5,5630.0,3699.84
2025-05-27,Southeast,Accessories,Phone Case,Owen Fitzgerald,4,1061.08,768.82
2025-05-28,Midwest,Phones,Galaxy S24,Julia Park,6,9063.42,5724.74
2025-05-28,Northeast,Laptops,MacBook Air,Carlos Mendes,4,1064.6,609.76
2025-05-29,Northeast,Accessories,Phone Case,Carlos Mendes,2,922.58,687.2
2025-05-29,Northeast,Laptops,MacBook Air,Owen Fitzgerald,7,6497.33,4226.52
2025-05-30,Southeast,Accessories,Phone Case,Owen Fitzgerald,2,2843.34,2191.59
2025-05-31,West,Phones,iPhone 15,Nadia Farouk,2,2454.1,1375.93
2025-05-31,West,Laptops,Dell XPS 13,Owen Fitzgerald,6,7848.54,4944.2
2025-06-01,Northeast,Phones,Pixel 8,Julia Park,5,4987.2,2810.21
2025-06-02,Northeast,Phones,Pixel 8,Julia Park,3,2620.95,1464.44
2025-06-02,West,Accessories,Phone Case,Julia Park,1,512.64,361.47
2025-06-03,Northeast,Laptops,MacBook Air,Owen Fitzgerald,1,637.66,365.35
2025-06-03,Midwest,Phones,iPhone 15,Nadia Farouk,3,2487.63,1446.41
2025-06-04,Midwest,Phones,iPhone 15,Owen Fitzgerald,1,1651.09,1037.59
2025-06-05,Northeast,Laptops,ThinkPad X1,Carlos Mendes,8,5340.08,3212.62
2025-06-05,Northeast,Accessories,Wireless Mouse,Carlos Mendes,6,8159.28,6050.64
2025-06-05,West,Accessories,Phone Case,Julia Park,6,4657.32,3055.21
2025-06-06,Southeast,Phones,iPhone 15,Owen Fitzgerald,1,1348.17,780.57
2025-06-06,West,Accessories,Wireless Mouse,Owen Fitzgerald,1,1759.81,1361.54
2025-06-06,Midwest,Phones,Pixel 8,Nadia Farouk,2,2573.6,1676.04
2025-06-07,West,Accessories,USB-C Cable,Owen Fitzgerald,2,1625.34,1236.04
2025-06-07,Midwest,Laptops,ThinkPad X1,Carlos Mendes,1,493.37,344.58
2025-06-07,Midwest,Laptops,ThinkPad X1,Owen Fitzgerald,3,4234.17,2758.81
2025-06-07,Southeast,Laptops,ThinkPad X1,Owen Fitzgerald,7,11191.11,7795.93
2025-06-08,Midwest,Phones,Pixel 8,Carlos Mendes,5,1958.65,1304.19
2025-06-09,Midwest,Phones,iPhone 15,Nadia Farouk,7,11745.65,8310.64
2025-06-10,West,Phones,Galaxy S24,Carlos Mendes,5,2345.25,1515.19
2025-06-10,Midwest,Phones,Galaxy S24,Julia Park,5,4336.3,2858.06
2025-06-10,West,Accessories,USB-C Cable,Carlos Mendes,8,1010.0,557.4
2025-06-11,Midwest,Laptops,Dell XPS 13,Owen Fitzgerald,1,270.79,203.44
2025-06-12,Midwest,Phones,iPhone 15,Carlos Mendes,5,3010.9,1959.31
2025-06-13,Midwest,Laptops,MacBook Air,Owen Fitzgerald,2,1307.6,961.39
2025-06-15,Southeast,Phones,Pixel 8,Julia Park,2,440.56,290.25
2025-06-17,Midwest,Accessories,USB-C Cable,Carlos Mendes,3,2959.8,2091.03
2025-06-18,Northeast,Laptops,Dell XPS 13,Nadia Farouk,2,1855.14,1237.59
2025-06-19,Southeast,Phones,Pixel 8,Carlos Mendes,7,2778.44,2185.04
2025-06-20,Southeast,Accessories,Phone Case,Nadia Farouk,8,2764.24,2117.52
2025-06-20,West,Phones,Galaxy S24,Nadia Farouk,4,1780.48,1213.8
2025-06-20,Southeast,Accessories,USB-C Cable,Owen Fitzgerald,7,3729.81,2187.37
2025-06-21,Southeast,Phones,Pixel 8,Julia Park,5,2454.1,1374.64
2025-06-21,Northeast,Accessories,Phone Case,Nadia Farouk,5,482.55,334.12
2025-06-22,West,Laptops,Dell XPS 13,Carlos Mendes,3,1779.54,1070.38
2025-06-23,Midwest,Laptops,MacBook Air,Carlos Mendes,8,6369.68,3972.15
2025-06-24,Midwest,Phones,Galaxy S24,Carlos Mendes,1,998.28,682.45
2025-06-24,Northeast,Accessories,USB-C Cable,Julia Park,4,5182.08,3275.91
2025-06-24,Northeast,Phones,Galaxy S24,Owen Fitzgerald,7,3443.3,1909.52
2025-06-25,Southeast,Accessories,USB-C Cable,Nadia Farouk,5,1041.75,746.05
2025-06-25,Northeast,Accessories,Phone Case,Nadia Farouk,1,768.23,581.2
2025-06-25,Northeast,Laptops,Dell XPS 13,Julia Park,6,10545.42,6413.39
2025-06-25,Southeast,Laptops,MacBook Air,Carlos Mendes,7,8413.09,5768.6
2025-06-27,Midwest,Phones,Galaxy S24,Julia Park,2,2470.18,1706.04
2025-06-28,Midwest,Accessories,Phone Case,Julia Park,4,1959.8,1429.02
2025-06-29,Northeast,Phones,Pixel 8,Carlos Mendes,7,5831.21,4106.12
2025-06-30,Northeast,Phones,Pixel 8,Julia Park,7,5100.2,2978.52
